"","X","State","ID","Material","Taxa","Type","County","Measured","Mea_SE","Norm","Norm_SE","X13C","SiteID","SiteName","Lat","Long","Strat","Context","AMS_Radio","Comment","Reference","Region","Date","Error","Site_Name"
"2810",55341,"Colorado","Beta-235397","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,1370,40,-23.7,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 2 hearth; Formative occupation.",NA,NA,"HADDEN PERSONAL COMMUNICATION 2011","Plateau",1370,40,"Eagle Rock Shelter"
"2811",55342,"Colorado","Beta-250332","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,6890,50,-25.8,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 2 stone-lined hearth",NA,NA,"HADDEN PERSONAL COMMUNICATION 2011","Plateau",6890,50,"Eagle Rock Shelter"
"2812",55343,"Colorado","Beta-283900","SEEDS","Zea mays","ARCHAEOLOGICAL","Delta",NA,NA,1940,40,-11.2,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Zea mays from fill.",NA,NA,"HADDEN PERSONAL COMMUNICATION 2011","Plateau",1940,40,"Eagle Rock Shelter"
"2813",55344,"Colorado","Beta-302711","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,6610,40,-14.4,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 5 occupation floor.",NA,NA,"HADDEN PERSONAL COMMUNICATION 2011","Plateau",6610,40,"Eagle Rock Shelter"
"2814",55345,"Colorado","Beta-304094","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,2340,40,-24.7,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Above Feature 7 burial; burial fill.",NA,NA,"HADDEN PERSONAL COMMUNICATION 2011","Plateau",2340,40,"Eagle Rock Shelter"
"2815",55346,"Colorado","Beta-304168","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,10830,50,-24.1,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 8 hearth associated with PaleoIndian living surface",NA,NA,"HADDEN PERSONAL COMMUNICATION 2011","Plateau",10830,50,"Eagle Rock Shelter"
"2816",55347,"Colorado","Beta-304778","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,3590,30,-27,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 3 hearth",NA,NA,"HADDEN PERSONAL COMMUNICATION 2011","Plateau",3590,30,"Eagle Rock Shelter"
"2817",55348,"Colorado","Beta-306075","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,10780,50,-12.3,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 8 hearth associated with PaleoIndian living surface.",NA,NA,"HADDEN PERSONAL COMMUNICATION 2011","Plateau",10780,50,"Eagle Rock Shelter"
"2818",55350,"Colorado","Beta-312854","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,1140,30,-25,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"4.61S 0.06E",NA,NA,"Gardner 2019- Personal Communication","Plateau",1140,30,"Eagle Rock Shelter"
"2819",55351,"Colorado","Beta-315493","TEXTILE","Basket Fragment","ARCHAEOLOGICAL","Delta",NA,NA,3500,30,-22.2,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"13S 2W",NA,NA,"Gardner 2019- Personal Communication","Plateau",3500,30,"Eagle Rock Shelter"
"2820",55352,"Colorado","Beta-350304","TEXTILE","Sandal Fragment","ARCHAEOLOGICAL","Delta",NA,NA,7120,40,-20.2,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"14S 0E",NA,NA,"Gardner 2019- Personal Communication","Plateau",7120,40,"Eagle Rock Shelter"
"2821",55353,"Colorado","Beta-35123","WOOD",NA,"ARCHAEOLOGICAL","Delta",NA,NA,180,40,-25,"5DT271","Roatcap Game Trail Site",38.862219,-107.861186,NA,"wood from axe-cut log. claim of old wood effect. Thought to be from the historic fire that covered the Component 1 area, but this date is older than the date from the slab-lined hearth in Component 1 (B-18088). I have given it a credibility level of None.",NA,NA,"BAKER 1991","Plateau",180,40,"Roatcap Game Trail Site"
"2822",55354,"Colorado","Beta-354236","LEATHER","Leather wrap on proj pt","ARCHAEOLOGICAL","Delta",NA,NA,7790,40,-18.9,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"14S 0E",NA,NA,"Gardner 2019- Personal Communication","Plateau",7790,40,"Eagle Rock Shelter"
"2823",55355,"Colorado","Beta-358223","BONE","collagen, bone awl","ARCHAEOLOGICAL","Delta",NA,NA,3130,30,-17.6,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"11S 2E",NA,NA,"Gardner 2019- Personal Communication","Plateau",3130,30,"Eagle Rock Shelter"
"2824",55356,"Colorado","Beta-362164","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,3790,30,-22.2,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 26.5; 9S to 9.35S",NA,NA,"Gardner 2019- Personal Communication","Plateau",3790,30,"Eagle Rock Shelter"
"2825",55357,"Colorado","Beta-377024","CHARCOAL","Rhus  (charred  materia l): acid/alkali/acid","ARCHAEOLOGICAL","Delta",NA,NA,10970,40,-21.5,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 8b; 5.44S to 6S; 1E to 1.3E",NA,NA,"Gardner 2019- Personal Communication","Plateau",10970,40,"Eagle Rock Shelter"
"2826",55358,"Colorado","Beta-379244","OTHER","Yucca leaves","ARCHAEOLOGICAL","Delta",NA,NA,7900,30,-24.8,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Profile Sample 115S 0.5E",NA,NA,"Gardner 2019- Personal Communication","Plateau",7900,30,"Eagle Rock Shelter"
"2827",55359,"Colorado","Beta-379245","SEEDS","Opuntia","ARCHAEOLOGICAL","Delta",NA,NA,6540,30,-11.4,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Profile Sample 415S 1.1E",NA,NA,"Gardner 2019- Personal Communication","Plateau",6540,30,"Eagle Rock Shelter"
"2828",55360,"Colorado","Beta-379246","SEEDS","Opuntia","ARCHAEOLOGICAL","Delta",NA,NA,1920,30,-13.8,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Profile Sample 1315S 1.4E",NA,NA,"Gardner 2019- Personal Communication","Plateau",1920,30,"Eagle Rock Shelter"
"2829",55361,"Colorado","Beta-382044","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,7930,30,-26.1,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 36.9c; 12.59S 0.38E",NA,NA,"Gardner 2019- Personal Communication","Plateau",7930,30,"Eagle Rock Shelter"
"2830",55362,"Colorado","Beta-390185","WOOD","Sacrobatus verrniculatus","ARCHAEOLOGICAL","Delta",NA,NA,6950,30,-24.8,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 38.10; 11.47S to 11.88S; 0.72E to 1.16E",NA,NA,"Gardner 2019- Personal Communication","Plateau",6950,30,"Eagle Rock Shelter"
"2831",55363,"Colorado","Beta-390186","OTHER","Yucca leaves","ARCHAEOLOGICAL","Delta",NA,NA,10430,40,-18.7,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature ; Lowest Cultural",NA,NA,"Gardner 2019- Personal Communication","Plateau",10430,40,"Eagle Rock Shelter"
"2832",55364,"Colorado","Beta-392066","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,3780,30,-23.6,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,NA,NA,NA,"Gardner 2019- Personal Communication","Plateau",3780,30,"Eagle Rock Shelter"
"2833",55365,"Colorado","Beta-394995","WOOD","Atriplex","ARCHAEOLOGICAL","Delta",NA,NA,9330,30,-10.4,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 42.12; 11.98S to 12.5S; 0.14E to 0.1W",NA,NA,"Gardner 2019- Personal Communication","Plateau",9330,30,"Eagle Rock Shelter"
"2834",55366,"Colorado","Beta-394996","WOOD","Pseudotsuga  menziesii (Douglas fir) (AMS)","ARCHAEOLOGICAL","Delta",NA,NA,9240,30,-22.9,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 40.11; 11.5S to 12.45S; 0.44E to 0.48W",NA,NA,"Gardner 2019- Personal Communication","Plateau",9240,30,"Eagle Rock Shelter"
"2835",55367,"Colorado","Beta-398892","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,5090,30,-25.1,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 30.7; 8.08S to 8.88S",NA,NA,"Gardner 2019- Personal Communication","Plateau",5090,30,"Eagle Rock Shelter"
"2836",55368,"Colorado","Beta-403208","WOOD",NA,"ARCHAEOLOGICAL","Delta",NA,NA,2570,30,-24.9,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 50.3; 8.28S to 8.41S","AMS",NA,"Gardner 2019- Personal Communication","Plateau",2570,30,"Eagle Rock Shelter"
"2837",55369,"Colorado","Beta-405296","TEXTILE","Basket fragment","ARCHAEOLOGICAL","Delta",NA,NA,6000,30,-25.2,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"12.8S 0.55E","AMS",NA,"Gardner 2019- Personal Communication","Plateau",6000,30,"Eagle Rock Shelter"
"2838",55370,"Colorado","Beta-405821","CHARCOAL","Rhus  (charred  materia l): acid/alkali/acid","ARCHAEOLOGICAL","Delta",NA,NA,9860,30,-22.3,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 49.12; 11.15S to 11.5S","AMS",NA,"Gardner 2019- Personal Communication","Plateau",9860,30,"Eagle Rock Shelter"
"2839",55371,"Colorado","Beta-416258","OTHER","Plant Material","ARCHAEOLOGICAL","Delta",NA,NA,150,30,-25.4,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"13.46S 0.68W","AMS",NA,"Gardner 2019- Personal Communication","Plateau",150,30,"Eagle Rock Shelter"
"2840",55372,"Colorado","Beta-417082","WOOD","Populus/Salix  spp.","ARCHAEOLOGICAL","Delta",NA,NA,8250,30,-26.2,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 39.10; 11.73S to 12.18S; 0.03E to 0.33W","AMS",NA,"Gardner 2019- Personal Communication","Plateau",8250,30,"Eagle Rock Shelter"
"2841",55373,"Colorado","Beta-417083","WOOD","Sacrobatus verrniculatus","ARCHAEOLOGICAL","Delta",NA,NA,7800,30,-24.5,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 41.12; 12.37S to 12.46S; 0.28W to 0.5W","AMS",NA,"Gardner 2019- Personal Communication","Plateau",7800,30,"Eagle Rock Shelter"
"2842",55374,"Colorado","Beta-422236","BONE","collagen, scapula scraper","ARCHAEOLOGICAL","Delta",NA,NA,2120,30,-19.6,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"12.43S 0.71E","AMS",NA,"Gardner 2019- Personal Communication","Plateau",2120,30,"Eagle Rock Shelter"
"2843",55375,"Colorado","Beta-424191","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,9460,40,-21,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"11.96S 0.55W","AMS",NA,"Gardner 2019- Personal Communication","Plateau",9460,40,"Eagle Rock Shelter"
"2844",55376,"Colorado","Beta-424508","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,9580,40,-26.4,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"11.33S to 11.44S","AMS",NA,"Gardner 2019- Personal Communication","Plateau",9580,40,"Eagle Rock Shelter"
"2845",55377,"Colorado","Beta-430122","CHARCOAL","Artemis","ARCHAEOLOGICAL","Delta",NA,NA,7880,30,-24.7,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 53.14; 10.74S to 11.16S; 0.32W to 0.72W","AMS",NA,"Gardner 2019- Personal Communication","Plateau",7880,30,"Eagle Rock Shelter"
"2846",55378,"Colorado","Beta-430123","CHARCOAL","Atriplex","ARCHAEOLOGICAL","Delta",NA,NA,1280,30,-24.2,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,NA,"AMS",NA,"Gardner 2019- Personal Communication","Plateau",1280,30,"Eagle Rock Shelter"
"2847",55379,"Colorado","Beta-430124","CHARCOAL","Atriplex","ARCHAEOLOGICAL","Delta",NA,NA,5840,30,-11.6,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 57.8; 10.65S to 11.33S; 1.82W to 2.7W","AMS",NA,"Gardner 2019- Personal Communication","Plateau",5840,30,"Eagle Rock Shelter"
"2848",55380,"Colorado","Beta-430125","SEEDS","charred opuntia","ARCHAEOLOGICAL","Delta",NA,NA,4050,30,-23.9,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 58.6; 10.41S to 10.92S; 1.72W to 2.38W","AMS",NA,"Gardner 2019- Personal Communication","Plateau",4050,30,"Eagle Rock Shelter"
"2849",55381,"Colorado","Beta-432308","TEXTILE","Basket Fragment","ARCHAEOLOGICAL","Delta",NA,NA,4470,30,-21.6,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"15S 0E","AMS",NA,"Gardner 2019- Personal Communication","Plateau",4470,30,"Eagle Rock Shelter"
"2850",55382,"Colorado","Beta-434532","BONE","bead, collagen","ARCHAEOLOGICAL","Delta",NA,NA,3180,30,-15.7,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"8.32S 0.51W","AMS",NA,"Gardner 2019- Personal Communication","Plateau",3180,30,"Eagle Rock Shelter"
"2851",55383,"Colorado","Beta-434533","TEXTILE","cordage","ARCHAEOLOGICAL","Delta",NA,NA,7370,30,-24.8,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"10.5S 1W","AMS",NA,"Gardner 2019- Personal Communication","Plateau",7370,30,"Eagle Rock Shelter"
"2852",55384,"Colorado","Beta-445775","BONE","collagen","ARCHAEOLOGICAL","Delta",NA,NA,10300,30,-19.4,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"10.65S 0.51W","AMS",NA,"Gardner 2019- Personal Communication","Plateau",10300,30,"Eagle Rock Shelter"
"2853",55385,"Colorado","Beta-449138","BONE","Burned bone","ARCHAEOLOGICAL","Delta",NA,NA,9910,40,-20,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"11.02S 2.58W","AMS",NA,"Gardner 2019- Personal Communication","Plateau",9910,40,"Eagle Rock Shelter"
"2854",55386,"Colorado","Beta-463301","CHARCOAL",NA,"ARCHAEOLOGICAL","Delta",NA,NA,7080,30,-25.9,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,NA,"AMS",NA,"Gardner 2019- Personal Communication","Plateau",7080,30,"Eagle Rock Shelter"
"2855",55387,"Colorado","Beta-468056","WOOD",NA,"ARCHAEOLOGICAL","Delta",NA,NA,5730,30,-24.9,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,NA,"AMS",NA,"Gardner 2019- Personal Communication","Plateau",5730,30,"Eagle Rock Shelter"
"2856",55388,"Colorado","Beta-475284","SEEDS","Charred Opuntia Seed",NA,"Delta",NA,NA,7180,30,-11.7,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,NA,"AMS",NA,"Gardner 2019- Personal Communication","Plateau",7180,30,"Eagle Rock Shelter"
"2857",55389,"Colorado","Beta-475285","SEEDS","Rhus seeds, charred",NA,"Delta",NA,NA,10900,40,-22.1,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,NA,"AMS",NA,"Gardner 2019- Personal Communication","Plateau",10900,40,"Eagle Rock Shelter"
"2858",55390,"Colorado","Beta-55978","WOOD",NA,"ARCHAEOLOGICAL","Delta",NA,NA,1180,50,-25,"5DT192",NA,38.862219,-107.861186,NA,"Charcoal from slab lined hearth",NA,NA,"BUCKLES 1971","Plateau",1180,50,"5DT192"
"2859",55391,"Colorado","PRI-13-63-153","SEEDS","Uncharred Atriplex, probable feces","ARCHAEOLOGICAL","Delta",NA,NA,6060,27,NA,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Probable human feces","AMS",NA,"Gardner 2019- Personal Communication","Plateau",6060,27,"Eagle Rock Shelter"
"2860",55392,"Colorado","UGAMS-29537","BONE","collagen","ARCHAEOLOGICAL","Delta",NA,NA,9200,30,-20.83,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,NA,NA,NA,"Gardner 2019- Personal Communication","Plateau",9200,30,"Eagle Rock Shelter"
"2861",55393,"Colorado","UGAMS-44110","SEEDS","Prunus virginiana, charred","ARCHAEOLOGICAL","Delta",NA,NA,9930,30,-21.9,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 115; 1.85 to 2.08 m below VCP, Level 15","AMS",NA,"Gardner 2019- Personal Communication","Plateau",9930,30,"Eagle Rock Shelter"
"2862",55394,"Colorado","UGAMS-44111","SEEDS","Rhus spp.","ARCHAEOLOGICAL","Delta",NA,NA,9940,30,-23.9,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 115; 1.85 to 2.08 m below VCP, Level 15","AMS",NA,"Gardner 2019- Personal Communication","Plateau",9940,30,"Eagle Rock Shelter"
"2863",55395,"Colorado","UGAMS-45047","SEEDS","Opuntia, charred","ARCHAEOLOGICAL","Delta",NA,NA,3210,20,-11.4,"5DT813","Eagle Rock Shelter",38.862219,-107.861186,NA,"Feature 114.12, thermal feature","AMS",NA,"Gardner 2019- Personal Communication","Plateau",3210,20,"Eagle Rock Shelter"
"2864",56137,"Utah","Beta-260536","WOOD","Juniperis sp. Bark","ARCHAEOLOGICAL","Emery",NA,NA,170,40,NA,"42EM4090","Bailey Basket",38.990178,-110.690249,NA,"Juniper bark lining inside of basket, cached on ledge",NA,"Sample from inside the basket; juniper bark used to nest the ceramic vessel","Leeflang et al. 2009 - The Bailey Baskey (42EM4090)…","Plateau",170,40,"Bailey Basket"
"2865",56138,"Utah","PRI-08-102-1","CHARCOAL","burned beam","ARCHAEOLOGICAL","Emery",NA,NA,960,15,-22.4,"42EM2861","Big Village",38.990178,-110.690249,NA,"Burned structural element (beam)","AMS","Sample from a roof beam on floor of a  Fremont pithouse","Boomgarden et al. 2014 - Prehistoric Archaeology in Range Creek Canyon…","Plateau",960,15,"Big Village"
"2866",56139,"Utah","UGAMS-12221","CHARCOAL",NA,"ARCHAEOLOGICAL","Emery",NA,NA,900,20,-22.5,"42EM2861","Big Village",38.990178,-110.690249,NA,"Roof beam from Feature 95 excavation (pithouse in Big Village)","AMS","Sample from a burned roof beam on the floor of a pithouse","Boomgarden et al. 2014 - Prehistoric Archaeology in Range Creek Canyon…","Plateau",900,20,"Big Village"
"2867",56140,"Utah","UGAMS-16503","CHARCOAL",NA,"ARCHAEOLOGICAL","Emery",NA,NA,1540,24,-22.3,"42EM2861","Big Village",38.990178,-110.690249,NA,"Hearth","AMS","Sample from a slab-lined, ash-filled hearth","Boomgarden et al. 2014 - Prehistoric Archaeology in Range Creek Canyon","Plateau",1540,24,"Big Village"
"2868",56141,"Utah","UGAMS-16504","CHARCOAL",NA,"ARCHAEOLOGICAL","Emery",NA,NA,1115,24,-25.2,"42EM2861","Big Village",38.990178,-110.690249,NA,"Hearth","AMS","Sample from charcoal-filled pit capped with two layers of stone located below but not associated with Structure 1","Boomgarden et al. 2014 - Prehistoric Archaeology in Range Creek Canyon","Plateau",1115,24,"Big Village"
"2869",56142,"Utah","UGAMS-16505","CHARCOAL",NA,"ARCHAEOLOGICAL","Emery",NA,NA,1185,24,-21.5,"42EM2861","Big Village",38.990178,-110.690249,NA,"Hearth","AMS","Unprepared hearth feature or charcoal lens associated with fire-reddened base","Boomgarden et al. 2014 - Prehistoric Archaeology in Range Creek Canyon","Plateau",1185,24,"Big Village"
"2870",56143,"Utah","UGAMS-29804","BONE",NA,"ARCHAEOLOGICAL","Emery",NA,NA,980,25,NA,"42EM2861","Big Village",38.990178,-110.690249,NA,"Structure 2, Trench 6, Floor","AMS","Bone sample from interface between structural fill and structure floor","S. Boomgarden, personal communication 2019","Plateau",980,25,"Big Village"
"2871",56144,"Utah","UGAMS-3947","CHARCOAL",NA,"ARCHAEOLOGICAL","Emery",1116,24,1153,24,-20.43,"42EM2861","Big Village",38.990178,-110.690249,NA,"Beam from pithouse","AMS","Sample from an upright beam in the floor of a pithouse","Boomgarden et al. 2014 - Prehistoric Archaeology in Range Creek Canyon","Plateau",1116,24,"Big Village"
"2872",56145,"Utah","Beta-60873","CHARCOAL",NA,"ARCHAEOLOGICAL","Emery",940,80,NA,NA,NA,"42EM1881","Blue Trail House",38.990178,-110.690249,NA,"Feature 2, House Floor",NA,NA,"Greubel 1996:117","Plateau",940,80,"Blue Trail House"
"2873",56146,"Utah","Beta-60874","CHARCOAL",NA,"ARCHAEOLOGICAL","Emery",1020,50,NA,NA,NA,"42EM1881","Blue Trail House",38.990178,-110.690249,NA,"Feature 2 House Floor",NA,"Square jacal surface structure 4.7 by 4.8m; Fremont gray wares and black-on-white","Greubel 1996:117","Plateau",1020,50,"Blue Trail House"
"2874",56147,"Utah","Beta-60875","CHARCOAL",NA,"ARCHAEOLOGICAL","Emery",810,50,NA,NA,NA,"42EM1881","Blue Train House",38.990178,-110.690249,NA,"Feature 9 Central Hearth",NA,"Unprepared hearth in the floor of square jacal surface residence 4.7 by 4.8m; Fremont gray wares and some black-on-white; hearth 95 by 105cm and 5.7cm deep","GREUBEL 1996","Plateau",810,50,"Blue Train House"
"2875",56148,"Utah","PITT-577","CHARCOAL",NA,"ARCHAEOLOGICAL","Emery",825,55,NA,NA,NA,"42EM1881","Blue Train House",38.990178,-110.690249,NA,"Feature 2/3, floor of jacal structure.","RADIOMETRIC","Square jacal surface structure 4.7 by 4.8m; Fremont gray wares and black-on-white","GREUBEL 1996; GREUBEL, 1994, p.c. QUINN et al., p. 3.2.15","Plateau",825,55,"Blue Train House"
"2876",56149,"Utah","PITT-578","CHARCOAL",NA,"ARCHAEOLOGICAL","Emery",710,30,NA,NA,NA,"42EM1881","Blue Train House",38.990178,-110.690249,NA,"Feature 10, slab-lined extramural firepit in Locus B.","RADIOMETRIC","Slab-lined hearth associated with Fremont gray wares and some black-on-white","GREUBEL 1996; GREUBEL, 1994, p.c./assoc. w/fremont ceramics, QUINN, p. 3.2.28","Plateau",710,30,"Blue Train House"
"2877",56150,"Utah","PITT-579","CHARCOAL",NA,"ARCHAEOLOGICAL","Emery",605,30,NA,NA,NA,"42EM1881","Blue Train House",38.990178,-110.690249,NA,"Feature 11, firehearth in structure","RADIOMETRIC","Unprepared hearth on the floor of large square surface structure; Fremont gray wares and some black-on-white","GREUBEL 1996; GREUBEL, 1994, p.c. thought ""suspiciously late""","Plateau",605,30,"Blue Train House"
"2878",56151,"Utah","PITT-580","CHARCOAL",NA,"ARCHAEOLOGICAL","Emery",1005,90,NA,NA,NA,"42EM1881","Blue Train House",38.990178,-110.690249,NA,"Feature 9, central firehearth in jacal surface structure, from outside ring","RADIOMETRIC","Unprepared hearth in the floor of square jacal surface residence 4.7 by 4.8m; Fremont gray wares and some black-on-white; hearth 95 by 105cm and 5.7cm deep","GREUBEL 1996; GREUBEL, 1994, p.c.   ""      ""/Ouinn et al., 1991, p. 3.2.26, 3.2.40","Plateau",1005,90,"Blue Train House"
